,text,label
327, أريد أن أفعل خدمة شهر ٥ قيقا  ,data_offer
328, كيف يمكنني تنشيط الساعه السريعه  ,data_offer
329, طيب عزيزي أريد أن أعرف هل متبغي ميغابايت لخدمة اليوم  ,data_offer
330, هل هي مفعله للإنترنت ؟  ,data_offer
331, عاوز اعرف كم تبقي من ميقا بايت اليوم  ,data_offer
332, اريد معرفة تفعيل خدمة الانترنت 5 قيقا الشهرية  ,data_offer
333, اريد ان اعرف كيف افعل خدمه من ٦ص-٦م  ,voice_offers
334, بسال من خدمات ام تي ان الاسبوعيه والشهريه للانترنيت  ,data_offer
335, عروض شرائح البيانات  ,data_offer
336, عروض الانترنت  ,data_offer
337, كيف افعل خدمة الشهر كل يوم قيقا  ,data_offer
338, كيف افعل خدمة الشهر كل يوم قيقا  ,complaint
339, أنا في امدرمان...الشبكة عندنا بتقطع كتير  ,complaint
340, عندي مشكلة   الشريحة بتعمل مكالمة طواري كتير  وتجي مكالمة غير مستلمة  والتلفون فاتح ,my_sim
341, انا شبكة الهاتف لدي لا تتغير من e  ,complaint
342, النت ضعيفة واذا اتصل علي شخص  بطلع مغلق وهو فاتح    ,complaint
343, لدي شريحة سرقت وقمت باستخرجها  وكل ما اقوم بارسال رصيد لا ينزل  ,complaint
344, اعانى من مشكلة فى الشبكة.  ,complaint
345, طبيعى بتكون e   ,complaint
346, الشبكة لدي ضعيفة جدا   ,complaint
347,  سلام عليكم  بسأل من قائمة مزازيك عياز ارقام الكود للاغاني لو سمحتم بسأل من باقة الذهبية للشهر السقف المسموح بيهو للتحميل الميقابيتات كم؟؟ وشكرا  ,voice_offers
348,  خدمة تخصيص رقم خارج الشبكة بتكلم بي تعرفة.اقل  كم و خدمتها كيف   ,voice_offers
349,  خدمة MTNقرايب؟؟ ,voice_offers
350,  بسأل من مزايا الشريحة الخط ونظام النت فيها كيف؟؟  ,voice_offers
351, كم سعت الباقة الذهبية ؟؟  ,data_offer
352,  سعة الاستهلاك كم؟؟  ,data_offer
353,  ماهو الفرق بين الشرحة الدادت الخط والدادت العادية  ,data_offer
354,  في فرق في السعر ؟؟  ,voice_offers
355,  طيب بنسبة للسرعة النت؟!  ,data_offer
356,  بسال من عروض الداتا الشهرية  ,data_offer
357,  الفرق بين العرض الشهري و الباقة الذهبية شنو؟  ,data_offer
358,  لماذ اليوم شبكة النت غير جيدة و ضعيفة ؟؟  ,complaint
359,  سلام عليكم عايز اعدات ضبط النت لي الشريحة البيانات  ,my_sim
360,  اريد ضبط النت للتلفون لي نقطة الوصول لو تكرمت  ,my_sim
361, اريد تفاصيل نقطة الوصول كاملة  ,my_sim
362, احيانا الشبكة بتكون ضعيفة لا اعرف اين المشكلة ؟ علماا انني اسكن الخرطوم جبرة  ,complaint
363, .ممكن طريقة تحويل الشريحة 4G مع العروض   ,data_offer
364, خدمة الانترنت حقت الأسبوع بي كم جنيه  ,data_offer
365, بتجي رسالة بتقول انت مشترك مسبقا وما اتفعلت الخدمة  ,complaint
366, لو سمحتوا ممكن تجاوبو💔🙂  ,complaint
367,   كيف يمكنني معرفة عدد المغبيتات المبتبقية  ,data_offer
368, لو سمحتوا كيف ممكن اعرف الرقم بتاع الشريحة حقتDATA لنو راح مني الرقم   ,data_offer
369,   أريد معرفة المتبقي من الميغبايتات شريحه داتا تنشيط شهر  ,data_offer
370,   لا بقصد انو عندي خدمة حقت شهر عايزاه اشوفها خلصت ولا لا وشريحتي Data  ,data_offer
371,   عايزا اعرف  باقي الرصيد ألفي التلفون الكود كم  ,voice_offers
372,   عروض الانترنت  ,data_offer
373, السلامة علبكم انا محمد برير عندي شريحة اريب تير رقم PNK الشريحة مسجل بي اسم ابوي عمر برير    ,my_sim
374, حابه اسئال بتنزلو ترينقات؟!   ,complaint
375, لو سمحت اشتريت شريحة بيانات 5 قيقا،، عايزة الأكواد بتاعة الباقات واسعارها    ,data_offer
376, شكرا،، سؤال تاني نفس الشريحة دي ممكن احولها لي شريحة عادية او دفع آجل؟؟    ,my_sim
377, السلام عليكم،، خدمة الإنترنت ضعيفة جدا ليها اكتر من اسبوع،، المشكلة شنو؟؟؟ 🙄    ,complaint
378, خدمة الإنترنت ضعيفة وكل شوية الفيسبوك يطلع على الوضع المجاني مع انه عندي رصيد 3 قيقا والخدمة بتخلص نهاية الشهر؟؟ 🤔    ,complaint
379, عاوزة عارفة الشريحه الانترنت بكام  ,data_offer
380, عاوزة عارفة الشريحه الانترنت بكام  ,data_offer
381, هل توجد شرايح ام تي ان داتا   ,data_offer
382, فيما تختلف شريحة البيانات عن شريحة الاتصالات  ,data_offer
383, كم ميقا تحوي خدمة اليومي قبل النفاد   ,data_offer
384, هل يمكن تحويل شريحتي الي شريحة بيانات   ,my_sim
385, هل تدعم شريحة البيانات المكالمات داخل وخارج الشبكة   ,my_sim
386, هل يمكن الإشتراك في عرض القيقا في شريحة البيانات   ,data_offer
387, لماذا لم تذكر العرض مع العروض اعلاه الرجاء كتابة جميع العروض   ,complaint
388, سمعت انه يمكن تفعيل 5قيقا في شريحة البيانات هل هذا صحيح   ,data_offer
389, من اي مركز يمكنني الحصول علي شريحة البيانات   ,service_centers
390, انت والله تعبتنا ساي   ,complaint
391, من الاول كان تقولي م متوفرة   ,complaint
392, طلب خاص استفسر المراكز واعلمني باي مركز توجد كي لا اتعب بالتجوال هنا وهناك   ,complaint
393, ممكن خريطة للمراكز في ولاية الخرطوم   ,service_centers
394, حسنا اين يقع مركز الكلاكلة لفة   ,service_centers
395, ارجو اعطائي قائمة لخدمات إنترنت شريحة بيانات كل الاشتراكات العامة والخاصة   ,data_offer
396, اشتريت شريحة بيانات بس م سريعة وانا في ولاية الخرطوم معةالعلم اني فعلت بشريحة عادية وهي اسرع منها في الإنترنت هل يوجد مشكلة في الشريحة م تقول لي سياسة استخدام انا فعلت الان بي الشريحتين والشريحة العادية اسرع من شريحة بيانات م المشكلة   ,complaint
397, عندي شريحة بيانات جديدة وم بتتصل لما اتصل بقول لي تم انهاء الاتصال الشريحة جديدة   ,complaint
398, حتي مركز الخدمة م بتتصل   ,complaint
399, كم سعر كونكت mtn   ,data_offer
400, ماهو الكونكت العادي وماهو الكونكت الخط   ,data_offer
401, في الدفع الاجل هل هناك سعر محدد نهاية الشهر ام حسب ما اسهلكته   ,data_offer
402, امس اشتريت كونت وشغال بيه تمام قبل شوية دخلت الاعدادات غيرت فيها اصبح لما ادخل بطلب كلمة سر او اذا اردت عمل اتصال مع اني م كتبت بريد وكلمة سر في الاعدادات ممكن المساعدة  ,data_offer
403, اذا لا يمكنك مساعدتي من ها   ,complaint
404, هل يكمن استعمال الكونت نقطة اتصال واي فاي   ,data_offer
405, هل يكمن استعمال الكونت نقطة اتصال واي فاي   ,data_offer
406, بالنسبة لي شريحة بيانات خط 500ميقا يومية بعرف الباقي لي من ال500 كيف   ,data_offer
407, كيف اعرف ما تبقي لي من الحصة اليومية   ,data_offer
408, كيف بحسب الرصيد بتاع داتا خط؟   ,data_offer
409, كم سعر الرسالة النصية لدولة الجزائر   ,voice_offers
410, هل لديكم خدمة للمكالمات العالمية او السعودية فقط   ,voice_offers
411, وأدخلت رقم الهاتف ولم احصل علي الرمز حتي اكمل التسجيل   ,complaint
412, Hello can I have puk code for South Africa?    ,my_sim
413, ده رقم مسجل فى اسمى الشريحة وقعت منى قبل فترة و داير استخرجه    ,my_sim
414, الرقم مسجل كيف تسحبو    ,complaint
415, اشتريت منكم اليوم جهاز mtn link لاكن النت ضعيف جدا جدا جدا يكاد معدوم    ,my_sim
416, هل العرض الخاص بى الانترنت اليومى قائم    ,complaint
417, معقوله تلغو عرض القيقا و ترفعو السعر كده    ,complaint
418, كتيره العرض الاول افضل بكثير    ,complaint
419, ممكن تفاصيل لى شريحه البيانات    ,data_offer
420, عندى شريحه سافرت و داير اعرف لسه مفعل و لا تم سحبها    ,my_sim
421, طيب ممكن اعرف اذا لم تسحب بعد    ,my_sim
422, داير اطلع شريحه قديمه    ,my_sim
423, ممكن إرسال عروض الإنترنت لى شريحة البيانات    ,data_offer
424, ممكن طريقه تحويل الرصيد    ,voice_offers
425, عندى شريحه بدل فاقد و الموظفه قالت ٣ ساعات و بتشتغل والليله ليها أسبوع وةنا اشتغلت    ,complaint
426, عندى شريحه بيانات والشبكة زى الزفت  تصفح تعبان    ,complaint
427, النت خرا    ,complaint
428, شبكه النت كعبه شديد    ,complaint
429,  عندي شريحة بالرقم 0990386012  منشط فيها عررض ٩٥ ميغا من الصباح و بفتح الشبكة م بتفتح معاي   علما بأنها مضبوطة بضبط الشركة   ,complaint
430,  الخدمة  العاملها انا القروش المضيعها فيها ح ترجع لي ولا م بترحع   ,complaint
431, اسي انتهت و ما جاني تعويض   ,complaint
432,  و الوقت لمتين   ,complaint
433,  ولا راضي عنكم ولا شي والله مضطر بس   ,complaint
434,  الكذب ليكم ما كويس والله   ,complaint
435,  دة انتهاك أموال الناس حراما بغير رضى   ,complaint
436,  الناس الزيي بتشيل حقوقهم منكم يوم لا ينفع مال ولا بنون   ,complaint
437,  حرااامييةةة   ,complaint
438,  و للآن م جاني تعويض   ,complaint
439,  عندي تعويض ما اديتوني ليهو   ,complaint
440,  كالعادة بتتهربوا   ,complaint
441,   بتاكلو قروش الناس و بتتهربوا  ,complaint
442,  ااي احسن ليكم أكلوا الحرام 🙂   ,complaint
443,  كالعادة بتتهربوا   ,complaint
444,  الله ياخد حقي منكم  🙂   ,complaint
445,  شوف طيب الجهات المختصة دي مالا ما ادتنا   ,complaint
446,  نضيع في قروشنا ساي يعني و انتوا م تدونا بيهن شي   ,complaint
447,  أخلاقك اسي بتكون في نخرتك  خلي الكذب و نسعد الجاية من لسان اعوج دي   ,complaint
448,  الرقم الموضح أعلاه شريحة بيانات  بالأمس في تمام الساعة 8:48  صباحاََ تم نفاذ حصة الانترنت اليومية  و قد قمت بتنشيط خدمة 500 ميغابايت ثانوية لحين عودة السعة اليومية لليوم التالي  و قد انتهت و يفترض أن تكون الحصك اليومية قد نزلت لكن لم تنزل ولا يمكنني الولوج للانترنت نظراََ لعدم توفر بيانات   ,complaint
449,  أريد أن أعرف لم الحصة لم تنزل بعد   ,complaint
450,  انقطعت مرة أخرى   ,complaint
451,  م نزلت الحصة اليومية للانترنت للشريحة م قادر استخدم الانترنت   ,complaint
452,  م نزلت الحصة للآن م قتدر استخدم النت   ,complaint
453,  بتصل عليكم و م بتردوا   ,complaint
454,  عندي شريحة نشطت فيها خدمة ٥٠٠ ميغا قبل شوية و ابت تشتغل نت نهاااي   ,complaint
455,  المنطقة دي لمتين لكن حتى تنتهي؟   ,complaint
456,  و خدمتي النشطتها دي تروح ساي يعني؟   ,complaint
457,  لمتين لكن   ,complaint
458,  انا داير قروشي زاتو خليتها ليكم الخدمة   ,complaint
459,  رجعوا لي القروش و شيلوا خدمتكم   ,complaint
460,  ابيعو رصيد أحسن لي استفيد منهن قروش   ,complaint
461,  بدل تاكلوهن مني يا حرامية   ,complaint
462,  يعقب راسك إن شاء الله اير رصيدي انا   ,complaint
463,  انتوا البتسووهو م عارفنو شنو   ,complaint
464,  انا داير رصيدي النشطتا بيهو ذة   ,complaint
465,  خليت ليكم الخدمة   ,complaint
466,    سرعة النت بطيئة الايام دي ليه مع العلم انو بكون منشط قيقا    ,complaint
467,    كيف ممكن اقلب الشريحه ال3G ل 4G   ,data_offer
468,    سرعة النت بطيئة الايام دي ليه مع العلم انو بكون منشط قيقا   ,complaint
469,    كيفية تحسين الشبكه   ,data_offer
470,    السلام عليكم وجمعة مباركة،،بسال عن باقات الانترنت واسعارها   ,data_offer
471,    السلام عليكم بسال عن طريقة تحويل الشرحة الي ال4G وعن اسعار الباقات الشهريه للانترنت   ,data_offer
472,    بسال عن خدمات باقات الانترنت لشريحه الداتا وكيفيت تفعيلها   ,data_offer
473,    عاوز اعرف عروض خدمة المكالمات والاسعار   ,voice_offers
474,    كيف ممكن اعرف رقمي لو م متذكرو مثلا   ,my_sim
475,    تحويل الرصيد من تلفوني في اليوم 500 ج فقط وعلى دفعات بواقع 100 ج   ,voice_offers
476,    سقف التحويلات في اليوم الواحد   ,voice_offers
477,    عايز اعرف كيف اقدر انشط الباقية الشهرية   ,data_offer
478,    حابي استفسر عن خدمه 5 قيقا   ,data_offer
479,    الشفره كم   ,data_offer
480,  كيف يمكني معرفه ما تبقا لي من ميقا بايت   ,data_offer
481,    كيف يمكني معرفه ما تبقا لي من ميقا بايت   ,complaint
482,    عندي شريحه مفقوده عايز اطلعها   ,my_sim
483,    عايز استفسر علي شريحه مفقوده   ,my_sim
484,    شبكتكم مالا كعبه اليومين ديل   ,complaint
485,    الشفره لي خدمه مكالمات ام تي ان   ,voice_offers
486,   شريحتي غير مسجله وضاعت هل يمكنني استخراجها و تسجيلها  ,my_sim
487,    خليكم متفاهمين لي وضعي   ,complaint
488,    كيفيه تحول الرصيد من شريحه لي اخرى   ,voice_offers
489,    اريد شراء رقم مميز   ,my_sim
490,    سعر الشريحه   ,data_offer
491,    عندي شريحه طلعتها ليها 24ساعه ابت تشتغل ليه   ,complaint
492,    شريحتي طلعتها بدل فاقد ما قاعده تشتغل معاي   ,complaint
493,    الشريحه ما قرت ليه   ,complaint
494,    دي كمان ابت تشتغل ليه   ,complaint
495,    الشريحه تشتغل بعد كم من زمن ادخالها في التلفون   ,my_sim
496,    اذا ادخلت شريحه جديده في التلفون بعد كم يمكنيي الاتصال بيها   ,complaint
497,    كم تبقا لي من الحصه  ,data_offer
498,    هل تعاني شبكتكم من مشكله   ,complaint
499,    شريحتي فيها مشكله   ,complaint
500,    ما قاعدين يجيبو ليه الرصيد   ,complaint
501,    الشريحه الخط استخدام انترنت فقط كم سعرها   ,data_offer
502,    الشبكه اليومين الفاتو كعبه ولا شنو   ,complaint
503,    عندي شريحه خط يوميا بدوني قيقا و قبل ما تنتهي القيقا بقولو ليه انتهت الباقه اليوميه من الانترنت السبب شنو   ,complaint
504,    لي متين يعني   ,complaint
505,    كيف يمكني معرفه فاتورتي الشهريه   ,voice_offers
506,    عندي شريحه جديده خط انترنت ليها 24 ساعه م فتحت   ,voice_offers
507,    طريقه تحول الرصيد   ,complaint
508,    شوف ليه شريحتي فيها رصيد كم 0920202190   ,voice_offers
509,    الشريحه فيها مشكله   ,complaint
510,    عندي شريحه م بتحول رصيد بكون من شنو  ,complaint
511,    الشريحه حقي ما قاعده تستقبل رصيد تحويل   ,complaint
512,  شوفو ليه مشكلت الشبكه شنو رقمي 0999518360   ,complaint
513,    شوفو ليه مشكله الشريحه دي قطع النت منها 0999518340   ,complaint
514,    النت عندي واقف   ,complaint
515,    خدمت الإنترنت لدى موقفه   ,complaint
516,    فاتورتي كم   ,voice_offers
517,    شبكت جوالي ضعيفه   ,complaint
518,    الشبكه كعبه   ,complaint
519,    الشبكه معاي كعبه  ,complaint
520,    شوفي ليه النت مالو قاطع مني   ,complaint
521,    النت مالو مع بطي  ,complaint
522,    النت معاي ضعيف   ,complaint
523,    الانترنت حقي ضعيف وما بشغل يوتيوب  ,complaint
524,    لي متين   ,complaint
525,    شريحتي النت وقف منها  ,complaint
526,     صباح الخير لو سمحت انا عندي شريحه بيانات فعلتها بالاشتراك الشهري لما اركبها في الراوتر ما بتشتغل  بس بتشتغل في التلفون    ,complaint
527,    انا عندي خط بيانات من اريبا ودفعت الفاتوره قبل يومين في فرع من فروعكم  ومن يوم دفعتها النت عندي بطيء وما بشتغل وبقيف فجاه بدون اعرف هل استهلكتو ولا لا   ,complaint
528, عاوز اعرف بقيت الخدمة,data_offer
529, عاوز اعرف بقيت الخدمة,my_sim
530, فعلته قيقا وعاوز اعرف بقي الخدمه,data_offer
531, فعلته قيقا وعاوز اعرف بقي الخدمه,my_sim
532, كيف يمكن تنشيط خدمه قرايب ,voice_offers
533, وتنشيط 500 ميقبايت ,data_offer
534, طريقه تحويل الرصيد,my_sim
535, داير لي رصيد,my_sim
536, كيف يمكنني معرفه رقمي ,my_sim
537, كيف يمكنني اخراج شرحتي بدل فاقد ,service_centers
538, اقرب مركز اريبا,service_centers
539, عندي مشكله,complaint
540, عندي مشكله في التنشيط,complaint
541, لقد قمت بتنشيط 500 ميقبايت وهنالك مشكله انه عندما اقوم بفتح البيانات لا تشتغل الشبكه ,complaint
542, قمت بتنشيط 500 ميقبايت وهي معلقه لا تنقص ماذا افعل ام سيتم تعوضي الخدمه  ,complaint
543, متي سيت تعويضي ال500 ميقبايت  ,complaint
544, لماذا لم تحل المشكله وهذا رقمي 0925147129  ,complaint
545, عندي مشكله في الانترنت قم بالتنشيط وعندما افتح البيانات لا تقراء الشبكه ,complaint
546, لدي مشكله,complaint
547, لدي مشكله ف الانترنت؟,complaint
548, لدي مشكله ف النت,complaint
549, تنشيط 250 ميقا ,data_offer
550, طريقه التحويل,my_sim
551, طريقه تحويل الرصيد,my_sim
552, استلاف مبلغ 20 جنيه,my_sim
553, خدمه تحويل المكالمات ,my_sim
554, خدمه حظر المكالامات,my_sim
555, عروض الانترنت,data_offer
556, شريحة بيانات.. كيف استطيع معرفه الرقم ,my_sim
557, جهازي هواوي ودخلت شريحة بيانات ما اشتغلت ما عارفة المشكلة ,complaint
558, يا ناس الحاصل شنو في الشبكة ,complaint
559, الكلاكة _ الاتصال كعبة والنت اكعب منها _رقم الشريحة 0927788820,complaint
560, بسأل من خدمة الانترنت ال قيقا في اليوم للتأكيد الشريحة داتا,data_offer
561, تحية طيبة، عايز عرض باقات الدفع الآجل نت ومكالمات + شرايح البيانات للدفع الآجل ,data_offer
562, تحية طيبة، عايز عرض باقات الدفع الآجل نت ومكالمات + شرايح البيانات للدفع الآجل ,voice_offers
563, عروض اكثر عن الانترنت,data_offer
564, الشبكه من الساعه ٨ مساء بتاعة النت مابترسل ولابتستلم = من ام درمان  امبدة,complaint
565, خدمة الإنترنت إلا محدود   قال لي غير متاحه,complaint
566, اتصلت بيهم لمن حصلت العرض قال لي غير متاح العرض,complaint
567, شريحه بيانات انترنت شهر كم التكلفه  ورمز الإشتراك = دايرة اعرف,data_offer
568, شريحه بينات فيها رصيد  عايزة احولو لي شريحه ثانيه  طريقة التحويل كيف,my_sim
569, شريحه بينات مابتنشط يوم ليه = اجابه علي السؤال,complaint
570, ليش الايام دي الشبكه ضعيفه,complaint
571, العرض الاسبوعي للإنترنت  نفس التعرفه ولا ذادت,data_offer
572, بسال من خدمته الشهر بكم شريحه بيانات,data_offer
573, خدمة النت حقت الشهر,data_offer
574, عندنا نتيجه ماوصلت,complaint
575, النتيجه ماوصلتنا الرساله ,complaint
576, في الشريحه دي0923388048 وتم خصم الرصيد وماجاتنا النتيجه قالو بعد الموتمر ولسه ما جات ,complaint
577, كم تنشيط الشهر نت ,data_offer
578, عندكم جهاز Mwifi = للانترنت = بي كم وفي اي فرع ممكن اتحصل عليهو في الخرطوم ,data_offer
579, عندكم جهاز Mwifi = للانترنت = بي كم وفي اي فرع ممكن اتحصل عليهو في الخرطوم ,service_centers
580, طيب mi-fi 4G ممكن اعرف العروض البتتفعل فيهو ولو في عرض سنوي سواء كان دفع مقدم او اجل ,data_offer
581, مافي عروض غير محدودة مثلا زي البلاتيني = وهل يوجد عرض صلاحيتو اكتر من شهر = يعني زي ال 500 قيقا مافي صلاحية اكثر من شهر = كان في عندكم عرض بلاتيني سنوي هل هو متوفر مع جهاز mi-fi ,data_offer
582, العرض البلاتيني الشهري كم = لجهاز mi-fi = اقصد كم سعر العرض البلاتيني الشهري لجهاز mi- fi ,data_offer
583, السلام عليكم عاوز عروض النت للجوال غير محدودة ومحدودة ,data_offer
584, عندكم عروض على اجهزة واي فاي ,data_offer
585, في عروض شريحة بيانات سنوية = سواء آجل او مقدم ,data_offer
586, 0922987823 مابقدر افعل عرض نت في الشريحة هل في عرض مفعل ,my_sim
587, السلام عليكم عندي عرض بلاتيني شهري مفعل على رقمي ابغي اتاكد تم تفعيل العرض ام لا,my_sim
588, طيب لدي سوء في شبكة الانترنت ممكن يكون من ايه ,complaint
589, عندكم جهاز موبي واي فاي ,data_offer
590, .شريحة بيانات بتكلف كم وماهي العروض ,data_offer
591, معرفة رصيد ومتبقي مغبايتات الشريحة ,my_sim
592, 0998303631 هل العرض البلاتيني الشهري مفعل بالشريحة = لاني عند التفعيل بيقول لي مشترك في العرض ,my_sim
593, 500 ميقا  ,data_offer
594, داير اسجل الشريحة دي = 0923256364 ,my_sim
595, اقيقا بفعلوها كيف = كم سعر تفعيل القيقا ليوم  ,data_offer
596, بسال من الكود بتاع القيقا = ليوم واحد = الشريحه عاديه ماا داتا ,data_offer
597, تفعيل الانترنت ل داتا = ام اتى ان = ٣٠ قيقا ب كم  = بتاعت الكل يوم قيقا ديك,data_offer
598, عندى شريحه داتا = فعلتها اسي الباقة زهبية ابت تشتغل ,complaint
599, عندي رقم 0924449638 فيه مشكلة في الاتصال مع انه سجلته = استقبال المكالمات والانترنت شغال بدون مشاكل وحتى تفعيل الخدمات = بس عند الاتصال بيعمل انهاء المكالمة مباشرة ,complaint
600, عندي شريحة عاوزه استبدال اتوجهت لمكتبكم في بحري المزاد وافادوني بالتوجه الخرطوم لكن بدون توضيح السبب = هل المكتب يعمل في التسجيل فقط في هذه الفترة؟ ام هناك مشكلةاخرى ,service_centers
601, كيف اعرف المتبقي من الرصيد لشريحة بينات,my_sim
602, انا عايز اعرف كود متبقي رصيد نت لشريحة البيانات 5قيقا,my_sim
603, بستفسر عن وافاي لا محدود متوفر او لا,data_offer
604, سعر الاشتراك الشهري للوافاي,data_offer
605, خدمة مزازيك لا تعمل,complaint
606, ولمن يتصل لي زول يسمع جرس بس,complaint
607, داير اشترك في خدمة موبايل كاش وكل مرة يطلب مني ادخال الرقم السري وما بيسجل معاي,complaint
608, اشتريت شريحة جديده وطلعت ما مسجله,my_sim
609, داير اعرف اكواد خدمات الداتا,data_offer
610, لو سمحت عاوز لي جهاز وافاي بلقاهو في مركز الفتيحاب؟,data_offer
611, عندي تلاتة يوم شبكة النت م قاعد تفتح معاي,complaint
612, عندي الشريحة 0999209423 النت بتاعة قاطع مع العلم اني دفعت فاتورة يوم 18 شهر تلاتة,complaint
613, عندي الرقم 0999209423 قاطع نت و آخر فاتورة كانت يوم 18 شهر تلاتة ممكن اعرف المشكلة وين,complaint
614, يسعد صباحك في ضعف شديد في الشبكة عندها تلاتة يوم ,complaint
615, الشبكة دي كعبة ولا رسالة م بتقدر ترسلها شوف لينا ليها حل,complaint
616, الصيانة دي عندها شهر و كل يوم الشبكة ماشة أسوأ,complaint
617, عندي شريحة mtn  وقفت,complaint
618, بسال من خدمات الانرنت ل شربحة الداتا ,data_offer
619, داير خدمة القيقا يوم لشريحة الداتا,data_offer
620, السلام عليكم عايز أعرف خدمة النت في الشريحة دي تنتهي بتين 0929650481,my_sim
621, ياخي عايز أعرف الخدمة في الرقم دا 0929650481 تنتهي بتين,my_sim
622, عندي رقم الشريحة دي عايز أعرف خدمة الإنترنت حقتا 0929654397,my_sim
623, من أفتح الداتا ما بتشتغل لا 4g ولا 3g ليها زي ساعه كدا مع إنو أمس كنت منشط شريحة MTN تانية 3جي,complaint
624, الشريحه دي فيها خدمة وأبت تشتغل 0929650451,complaint
625, وتاني حاجة لمن أضغط الكود *141# أشان أعرف الرصيد بيقولولي sorry.. ,complaint
626, بس كيف أعرف الرصيد,my_sim
627, عايز تفاصيل الخدمة لشريحة دي 0929656038,my_sim
628, الشريحة دي حقة هيئة المواني البحرية بورتسودان أدوني ليها فيها خدمة إنترنت عايز أعرف فيها كم قيقا ولمدة كم شهر وتنتهي بتين,my_sim
629, عند شريحه داتا عايزاه قيقة ونص يومي لمدة شهر ما رقم الكود,data_offer
630, نهاركم سعيد عندى مشكله وهى انى لا استطيع اجراء مكالمه صوتيه يتم الانهاء .. لكن النت شغال واستقبال المكالمه اي,complaint
631, بسال من شرائح داتا للنت واسعارها,data_offer
632, فعلت انترنت 50. ميقا قبل دقيقتين متى ينتهى العرض,my_sim
633, خدمات المشتوكين والمراكز الشغاله ,service_centers
634, ان عندي شريحة بيانات خدمة كل يوم قيقا  اولا كيف اعرف المتبقي من البيانات،,my_sim
635, لما اتصل على *9# بيقول لا يوجد خدمة او ليس لديك خدمة مشترك بها حاجة زي كدا,complaint
636, مالفرق بين الانترنت الذهبي والانترنت البلاتيني في عروض البيانات,data_offer
637, طيب والباقية البلاتينية ++ برضو الفرق في السرعة ؟,data_offer
638, طيب والعرض اللي فيهو ٣ قيقا كل يوم اسمو شنو,data_offer
639, السلام عليكم  الفضلاء في mtn انا مشتركة في الباقة البلاتينية والمفروض ينتهي الاشتراك يوم ٣١ _ ١٠ ، الساعةة ٩ بالليل  ومن الساعة ١٢ بالليل يوم ٣٠  الخدمة انتهت، السبب شنو ؟,complaint
640, كود بتا 1000ميقبايت,data_offer
641, جميع رموز بتا انترنت ,data_offer
642, اكواد بتا انترنت ,data_offer
643, كيف تحويل ميغابيت لشريحة تاني ,my_sim
644, عندي شريحة جميع اراقم كل محظورة نحل  كيف,complaint
645, لو داير اتصل بقول هذا رقم محجوب غي خدمة ,complaint
646, كيف افعل باقات الانترنيت,data_offer
647, بسأل من خدمات شرائح البيانات,data_offer
648, في خدمه بيانات لمده شهر يوميا 500 ميجابايت دي بتتعمل كيف,data_offer
649, عندي شريحه ما بتحول رصيد بالرقم 0997598459,complaint
650, ممكن اعرف جميع خدمات مكالمات MTN وطريقه الاشتراك ,voice_offers
651, طريقه تفعيل خدمة ون جيجا  لمده يوم واحد ,data_offer
652, خدمات الانترنت لشريحه عاديه,data_offer
653, شبكتكم ذي الزفت.. خساره خدمه بس,complaint
654, خدمة الأسبوع انترنت,data_offer
655, كود خدمة الأسبوع انترنت ,data_offer
656, شريحتي داتا  الشبكه 2gفقط,complaint
657, السلام عليكم MTN نحنا في الجزيرة الحصاحيصا وريفي الحصاحيصا الأنترنت قاطع ليهو ٤ أيام أرجو الأفادة وشكراً ,complaint
658, في الجزيرة ريف الحصاحيصا الشبكة طاشة للمرة الألف ,complaint
659, عروض الانترنت الشهرية,data_offer
660, السلام عليكم. انا مرتضى محمد من كنانة عندي شكوى. نحن بنعاني من انقطاع الشبكة من حوالي اسبوعين. وحاليا لاتوجد شبكة نهاي منذ يومين متتالييين وشكرا,complaint
661, بحاول اتصل لكن لا توجد شبكة.,complaint
662, بدءت المشكلة في انقطاع الشبكة ف كنانة. بسبب انقطاع التيار المتكرر. لو انقطع قطعت الشبكة ولكن التيار استقر.  ولكن الشبكة. لم تتأتي كل ناس بتشتكي من انقطاع الشبكة والشبكة الوحيدة الما متوفرة هي mtn,complaint
663, انا مرتضى محمد من كنانة عندي الشبكة في تلفوني وانا مفعل العرض اليومي لكن خدمة البيانات بتقطع طوالي معاي من قبل فترة دقيقتين و بتعمل الحل شنو?,complaint
664, السلام عليكم  عندي مشكلة في الرقم 0991270927 مابستطيع اشترك في اي عرض انترنت  بتجيني الرسالة مضونها انو الخدمة غير متاحة الان حاول لاحقا ,complaint
665, السلام عليكم  بستفسر من عرض القيقا لمدة يوم رمز التفعيل والرسوم شاملة الضريبة ,data_offer
666, طريقة تفعيل انترنت سعة ١ جيجا لمدة يوم ورسوم التفعيل ,data_offer
667, السلام عليكم  مفعل شريحة داتا 5 قيقا  حابي اعرف الاستخدم كم والمتبقى كم  باي كود ,my_sim
668, رسوم عرض 500mp باليوم شاملة الضربية كم ؟؟ ,data_offer
669, كنت شغال بي عرض 5g للشهر شريحة بيانات. الشبكة كويسة انتهت فعلت  خدمة شهر البيانات مابتفتح معاي الحل شنو الرقم   0996006519,complaint
670, ممکن اعرف طریقه اشتراک الخدمه البینات الشهریه لكسب ٥ جیجا  ورسوم اشتراک الخدمه,data_offer
671, ممكن طريقة اشتراك 24 ساعة للمكالمات ,voice_offers
